id,genres,vote_average,vote_count,popularity,title,overview,score
11411,Action Adventure Science Fiction,4.1,327.0,7.990678999999999,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",4.879824053266375
138,Horror,7.2,254.0,7.503125999999999,Dracula,The legend of vampire Count Dracula begins here with this original 1931 Dracula film from Bela Lugosi.,6.919261627876146
3035,Drama Horror Science Fiction,7.3,295.0,8.091603,Frankenstein,Henry Frankenstein is a doctor who is trying to discover a way to make the dead walk. He succeeds and creates a monster that has to deal with living again.,7.009394096573022
36685,Comedy Horror Music Science Fiction,7.4,703.0,8.699428,The Rocky Horror Picture Show,"Sweethearts Brad and Janet, stuck with a flat tire during a storm, discover the eerie mansion of Dr. Frank-N-Furter, a transvestite scientist. As their innocence is lost, Brad and Janet meet a houseful of wild characters, including a rocking biker and a creepy butler. Through elaborate dances and rock songs, Frank-N-Furter unveils his latest creation: a muscular man named 'Rocky'.",7.228243700974189
8974,Horror Science Fiction Thriller,6.8,172.0,5.609399,The War of the Worlds,"The residents of a small town are excited when a flaming meteor lands in the hills, but their joy is short-lived when they discover it has passengers who are not very friendly.",6.64269371668893
11549,Horror Science Fiction,7.3,277.0,6.135431,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,6.997424059360926
509,Romance Comedy Drama,7.0,1309.0,9.874042999999999,Notting Hill,The British comedy from director Roger Michell tells the love story between a famous actress and a simple book seller from London. A look into the attempt for famous people to have a personal and private life and the ramifications that follow. Nominated for three Golden Globes in 2000.,6.942664611259853
1090,Thriller Science Fiction Mystery,6.8,381.0,9.356587,The Thirteenth Floor,"Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.",6.703464535934796
817,Adventure Comedy Crime Science Fiction,6.1,1034.0,13.984182,Austin Powers: The Spy Who Shagged Me,"When diabolical genius, Dr. Evil travels back in time to steal superspy Austin Powers's ‘mojo’, Austin must return to the swingin' '60s himself – with the help of American agent, Felicity Shagwell – to stop the dastardly plan. Once there, Austin faces off against Dr. Evil's army of minions and saves the world in his own unbelievably groovy way.",6.150062239481343
37135,Adventure Animation Drama Family,7.1,1715.0,12.453452,Tarzan,"Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...",7.046546300768386
2275,Crime Drama Mystery Thriller,6.1,209.0,14.039654999999998,The General's Daughter,"When the body of Army Capt. Elizabeth Campbell is found on a Georgia military base, two investigators, Warrant Officers Paul Brenner and Sara Sunhill, are ordered to solve her murder. What they uncover is anything but clear-cut. Unseemly details emerge about Campbell's life, leading to allegations of a possible military coverup of her death and the involvement of her father, Lt. Gen. Joseph Campbell.",6.261990010679471
10376,Fantasy,8.1,554.0,7.668214,The Legend of 1900,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 (Tim Roth) learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",7.735538254818942
104,Action Drama Thriller,7.2,672.0,7.765378999999999,Run Lola Run,"Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.",7.060305665794141
9032,Comedy Drama,6.2,898.0,8.011869,Big Daddy,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",6.241374587845676
9421,Comedy,7.7,408.0,6.122739,The Dinner Game,"Each week, Pierre and his friends organize what is called as ""un dîner de cons"". Everyone brings the dumbest guy he could find as a guest. Pierre thinks his champ -François Pignon- will steal the show.",7.354532242853389
6488,Comedy Horror,6.2,445.0,5.418428,Arachnophobia,"A large spider from the jungles of South America is accidentally transported in a crate with a dead body to America where it mates with a local spider. Soon after, the residents of a small California town disappear as the result of spider bites from the deadly spider offspring. It's up to a couple of doctors with the help of an insect exterminator to annihilate these eight legged freaks.",6.272354237918553
9473,Animation Comedy Music,7.1,916.0,11.818055000000001,"South Park: Bigger, Longer & Uncut","When the four boys see an R-rated movie featuring Canadians Terrance and Philip, they are pronounced ""corrupted"", and their parents pressure the United States to wage war against Canada.",7.006853451617773
8487,Action Adventure Comedy Science Fiction Western,5.1,1042.0,9.887602000000001,Wild Wild West,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,5.282840527404928
2105,Comedy Romance,6.4,2358.0,18.344227,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score."" by their senior prom.",6.404676057958986
1073,Drama Thriller Mystery,7.0,246.0,8.605659,Arlington Road,Threats from sinister foreign nationals aren't the only thing to fear. Bedraggled college professor Michael Faraday has been vexed (and increasingly paranoid) since his wife's accidental death in a botched FBI operation. But all that takes a backseat when a seemingly all-American couple set up house next door.,6.792547571282572
2667,Horror Mystery,6.3,1090.0,14.838385999999998,The Blair Witch Project,"In October of 1994 three student filmmakers disappeared in the woods near Burkittsville, Maryland, while shooting a documentary. A year later their footage was found.",6.32221945115258
345,Mystery Drama,7.1,1266.0,13.268483999999999,Eyes Wide Shut,"After Dr. Bill Hartford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.",7.029715507672317
9825,Horror Comedy Action Science Fiction Thriller,5.5,251.0,13.787107999999998,Lake Placid,"When a man is eaten alive by an unknown creature, the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for ""Crocs"", and here we go! This quiet, remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!",5.879012929296167
620,Comedy Fantasy,7.3,2431.0,22.089729000000002,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",7.248967315299391
2978,Comedy Fantasy,6.3,1131.0,16.414239000000002,Ghostbusters II,"Five years after they defeated Gozer, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",6.321513798559818
11618,Horror Thriller Fantasy Mystery,5.2,374.0,8.967638,The Haunting,"Dr. David Marrow invites Nell Vance, and Theo and Luke Sanderson to the eerie and isolated Hill House to be subjects for a sleep disorder study. The unfortunate guests discover that Marrow is far more interested in the sinister mansion itself – and they soon see the true nature of its horror.",5.581599838840309
332,Action Adventure Comedy Family,4.3,322.0,11.677244,Inspector Gadget,"John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",5.021523472906067
8914,Action Science Fiction Thriller,5.6,616.0,7.493614999999999,Deep Blue Sea,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.",5.7801215385834075
9824,Adventure Fantasy Action Comedy Science Fiction,5.7,255.0,10.466306,Mystery Men,"When Captain Amazing (Kinnear) is kidnapped by Casanova Frankenstein (Rush) a group of superheroes combine together to create a plan. But these aren't normal superheroes. Now, the group who include such heroes as Mr. Furious (Stiller), The Shoveller (Macy) and The Blue Raja (Azaria) must put all the powers together to save everyone they know and love.",5.998251358893312
4806,Comedy Romance,5.8,472.0,8.919469,Runaway Bride,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",5.970528977754311
247,Drama Action Thriller Crime,7.7,290.0,10.223264,The Killing,The Killing was Stanley Kubrick’s first film with a professional cast and the first time he achieved public recognition as the unconventional director he’s now known for. The story is of ex-prisoners who plan to set up a racetrack so they can live a life without monetary worries. One of the more exceptional films of the 1950’s.,7.263942919868278
967,Action Drama History,7.3,472.0,11.110375999999999,Spartacus,Spartacus is a 1960 American historical drama film directed by Stanley Kubrick and based on the novel of the same name by Howard Fast about the historical life of Spartacus and the Third Servile War. The film stars Kirk Douglas as the rebellious slave Spartacus who leads a violent revolt against the decadent Roman empire. The film was awarded four Oscars and stands today as one of the greatest classics of the Sword and Sandal genre.,7.090782142311273
802,Drama Romance,7.3,409.0,9.551293,Lolita,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",7.067617423445913
3175,Drama Romance War,7.7,521.0,14.003467,Barry Lyndon,"In the Eighteenth Century, in a small village in Ireland, Redmond Barry is a young farm boy in love with his cousin Nora Brady. When Nora engages to the British Captain John Quin, Barry challenges him for a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without any other alternative, Barry joins the British Army to fight in the Seven Years War.",7.411856554979037
147,Drama,8.0,363.0,7.268688,The 400 Blows,"For young Parisian boy Antoine Doinel, life is one difficult situation after another. Surrounded by inconsiderate adults, including his neglectful parents, Antoine spends his days with his best friend, Rene, trying to plan for a better life. When one of their schemes goes awry, Antoine ends up in trouble with the law, leading to even more conflicts with unsympathetic authority figures.",7.533029280957409
1628,Drama Romance,7.6,163.0,5.9797910000000005,Jules and Jim,"In Paris, before WWI, two friends, Jules (Austrian) and Jim (French) fall in love with the same woman, Catherine. But Catherine loves and marries Jules. After the war, when they meet again in Germany, Catherine starts to love Jim... This is the story of three people in love, a love which does not affect their friendship, and about how their relationship evolves with the years.",7.042025739754566
10136,Action Adventure Comedy,5.6,311.0,8.236472000000001,The Golden Child,"A detective specializing in missing children is on a madcap mission to save a youth with mystical powers who's been abducted by an evil cult. He battles a band of super-nasties, scrambles through a booby-trapped chamber of horrors and traverses Tibet to obtain a sacred dagger.",5.8967607514665055
873,Drama,7.7,345.0,11.573561999999999,The Color Purple,"An epic tale spanning forty years in the life of Celie (Whoopi Goldberg), an African-American woman living in the South who survives incredible abuse and bigotry.  After Celie's abusive father marries her off to the equally debasing ""Mister"" Albert Johnson (Danny Glover), things go from bad to worse, leaving Celie to find companionship anywhere she can.  She perseveres, holding on to her dream of one day being reunited with her sister in Africa.  Based on the novel by Alice Walker.",7.3114342850311385
11416,Adventure Drama Action History,7.1,295.0,11.241995,The Mission,"Jeremy Irons plays a Spanish Jesuit who goes into the South American wilderness to build a mission in the hope of converting the Indians of the region. Robert DeNiro plays a slave hunter who is converted and joins Irons in his mission. When Spain sells the colony to Portugal, they are forced to defend all they have built against the Portugese aggressors.",6.879723766902691
10776,Horror Comedy Music,6.7,389.0,7.409178999999999,Little Shop of Horrors,"Seymour Krelborn is a nerdy orphan working at Mushnik's, a flower shop in urban Skid Row. He harbors a crush on fellow co-worker Audrey Fulquard, and is berated by Mr. Mushnik daily. One day as Seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls Audrey II. The plant seems to have a craving for blood and soon begins to sing for his supper.",6.634015143790027
10386,Adventure Animation Family Fantasy Science Fiction,7.6,1470.0,15.441459,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",7.4894320944421615
745,Mystery Thriller Drama,7.7,3223.0,18.449169,The Sixth Sense,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.",7.6419965456520025
913,Drama Crime Romance,6.7,349.0,10.961226,The Thomas Crown Affair,"A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",6.628829693400245
11353,Comedy,6.0,258.0,7.169508,Bowfinger,"On the verge of bankruptcy and desperate for his big break, aspiring filmmaker Bobby Bowfinger concocts a crazy plan to make his ultimate dream movie. Rallying a ragtag team that includes a starry-eyed ingenue, a has-been diva and a film studio gofer, he sets out to shoot a blockbuster featuring the biggest star in Hollywood, Kit Ramsey -- only without letting Ramsey know he's in the picture.",6.181278263016088
10766,Action Drama Horror Thriller,6.1,170.0,10.235373,Damien: Omen II,"Since the sudden and highly suspicious death of his parents, 12-year-old Damien has been in the charge of his wealthy aunt and uncle (Lee Grant and William Holden). Widely feared to be the Antichrist, Damien relentlessly plots to seize control of his uncle's business empire - and the world. Meanwhile, anyone attempting to unravel the secrets of Damien's sinister past or fiendish future meets with a swift and cruel demise.",6.2811342846688625
813,Comedy,7.1,1104.0,13.063203,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",7.020707526851838
2665,Comedy,6.0,276.0,7.181664,Airplane II: The Sequel,"A faulty computer causes a passenger space shuttle to head straight for the sun, and man-with-a-past, Ted Striker must save the day and get the shuttle back on track – again – all the while trying to patch up his relationship with Elaine.",6.1737942980291844
11418,Adventure Comedy Romance,6.0,232.0,11.457485,National Lampoon’s European Vacation,"The Griswalds win a vacation to Europe on a game show, and thus pack their bags for the continent. They do their best to catch the flavor of Europe, but they just don't know how to be be good tourists. Besides, they have trouble taking holidays in countries where they CAN speak the language.",6.193301821277359
11153,Comedy Adventure Romance,7.1,412.0,7.747432000000001,National Lampoon's Vacation,"Clark Griswold is on a quest to take his family on a quest to Walley World theme park for a vacation, but things don't go exactly as planned.",6.924780269127141
2280,Fantasy Drama Comedy Romance Family,6.9,1022.0,9.562292,Big,"A young boy, Josh Baskin makes a wish at a carnival machine to be big. He wakes up the following morning to find that it has been granted and his body has grown older overnight. But he is still the same 13-year-old boy inside. Now he must learn how to cope with the unfamiliar world of grown-ups including getting a job and having his first romantic encounter with a woman. What will he find out about this strange world?",6.8422794534185485
9944,Drama Mystery Thriller Crime,6.3,377.0,8.708306,The Pelican Brief,Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,6.351721255010661
850,Comedy Family,7.4,352.0,7.337907,A Christmas Story,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",7.1104967069154785
9349,Thriller Action Science Fiction Crime,5.8,382.0,8.035769,Universal Soldier,"An American soldier who had been killed during the Vietnam War is revived 25 years later by the military as a semi-android, UniSols, a high-tech soldier of the future. After the failure of the initiative to erase all the soldier's memories, he begins to experience flashbacks that are forcing him to recall his past.",5.998845597676613
10494,Animation Thriller,7.9,261.0,6.487495,Perfect Blue,"Mima Kirigoe is a singer who leaves her trio to become an actress, a career move that angers her fans, who prefer to see her as the pop idol. Plagued by self-doubt and tormented by humiliating compromises, she begins to be stalked, in her waking and sleeping moments, by an alter ego who claims to be ""the real Mima"", until she collapses into madness as her coworkers are brutally slain around her.",7.357896232638301
11963,Action Thriller Mystery,7.2,234.0,14.364447,Three Days of the Condor,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",6.905010949088133
1911,Adventure Fantasy Action,6.4,524.0,10.308026,The 13th Warrior,"In AD 922, Arab courtier, Ahmad Ibn Fadlan accompanies a party of Vikings to the barbaric North to combat a terror that slaughters Vikings and devours their flesh.",6.417213909270066
2900,Drama Science Fiction Thriller,5.5,263.0,14.705865,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",5.8682607894579775
10307,Horror,6.0,248.0,9.304144,Stigmata,"A young woman with no strong religious beliefs, Frankie Paige begins having strange and violent experiences, showing signs of the wounds that Jesus received when crucified. When the Vatican gets word of Frankie's situation, a high-ranking cardinal requests that the Rev. Andrew Kiernan investigate her case. Soon Kiernan realizes that very sinister forces are at work, and tries to rescue Frankie from the entity that is plaguing her.",6.1857213576978545
11601,Horror Mystery Thriller,6.5,334.0,5.875605999999999,Stir of Echoes,"After being hypnotized by his sister in law, Tom Witzky begins seeing haunting visions of a girl's ghost and a mystery begins to unfold around her.",6.491445979637096
1075,Comedy Romance,7.7,160.0,6.261475,"Black Cat, White Cat","Matko is a small time hustler, living by the Danube with his 17 year old son Zare. After a failed business deal he owes money to the much more successful gangster Dadan. Dadan has a sister, Afrodita, that he desperately wants to see get married so they strike a deal: Zare is to marry her.",7.0867947310647645
14,Drama,7.9,3438.0,20.726578,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",7.836568736503815
11001,Action Comedy Crime,6.1,359.0,6.229424,Blue Streak,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as a LAPD detective",6.2151720885177735
704,Comedy Music,7.3,172.0,5.719266,A Hard Day's Night,"Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",6.901729861267243
11797,Horror,6.9,279.0,7.472509,Fright Night,"Nobody believes teenager Charley Brewster (William Ragsdale) when he discovers that his suave new neighbor, Jerry Dandrige (Chris Sarandon), is a vampire. So when the bloodsucker starts stalking Charley, he turns to has-been actor Peter Vincent (Roddy McDowall), famed for portraying a ghoul hunter. Unfortunately for the would-be vampire slayers, Dandrige has set his sights on Charley's girlfriend (Amanda Bearse) in this clever spoof of the horror genre.",6.744588414443564
10669,Drama Adventure Thriller,7.2,441.0,8.476681,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",7.006612835175915
11527,Fantasy Adventure,7.1,241.0,8.800455,Excalibur,"The myth of King Arthur brought to the screen. Uthur Pendragon is given the mystical sword Excalibur by Merlyn. At his death Uthur buries the sword into a stone, and the next man that can pull it out will be King of England. Years later Arthur, Uthur's bastard son draws Excalibur and becomes king. Arthur's evil half-sister Morgana sires a son with him, who may prove his downfall.",6.850060633268639
10398,Crime Drama Mystery Thriller,6.2,282.0,10.876463000000001,Double Jeopardy,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",6.299036909368155
6415,Action Adventure Comedy,6.6,709.0,12.287636000000001,Three Kings,"A group of American soldiers stationed in Iraq at the end of the Gulf War find a map they believe will take them to a huge cache of stolen Kuwaiti gold hidden near their base, and they embark on a secret mission that's destined to change everything.",6.576725332497958
9638,Horror Science Fiction,6.5,166.0,6.609336,Phantasm,"A young boy and his friends face off against a mysterious grave robber known only as the Tall Man, who keeps a mysterious arsenal of terrible weapons with him.",6.4870377728243085
226,Crime Drama,7.2,360.0,6.5360059999999995,Boys Don't Cry,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",6.976489065270624
9346,Comedy Romance,6.4,340.0,6.505209,Risky Business,"Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way.",6.42354862788145
861,Action Adventure Science Fiction,7.1,1745.0,12.954444,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",7.047388091307467
9377,Comedy,7.5,1340.0,12.724644999999999,Ferris Bueller's Day Off,Charismatic teen Ferris Bueller plays hooky in Chicago with his girlfriend and best friend.,7.390516209293817
11901,Western,7.4,284.0,9.91087,High Plains Drifter,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",7.066158364731361
4929,Western,6.7,197.0,7.266576,Hang 'em High,"Marshall Jed Cooper survives a hanging, vowing revenge on the lynch mob that left him dangling. To carry out his oath for vengeance, he returns to his former job as a lawman. Before long, he's caught up with the nine men on his hit list and starts dispensing his own brand of Wild West justice.",6.598527490030041
11230,Action Comedy,7.2,178.0,7.404755000000001,Drunken Master,"Jackie Chan stars as Wong Fei-Hung, whose mischievous antics land him in hot water. Having tolerated enough of his son's mishaps, Fei-Hung's dad enlists his sadistic uncle, who specializes in drunken-style kung fu, to teach the lad some discipline. This Hong Kong martial-arts comedy helped establish the slapstick fighting style that would become Chan's trademark.",6.856137023493268
16642,Drama Romance,7.6,236.0,7.380825,Days of Heaven,"In 1910, a Chicago steel worker accidentally kills his supervisor and flees to the Texas panhandle with his girlfriend and little sister to work harvesting wheat in the fields of a stoic farmer. A love triangle, a swarm of locusts, a hellish fire—Malick captures it all with dreamlike authenticity, creating at once a timeless American idyll and a gritty evocation of turn-of-the-century labor.",7.144884631163445
535,Drama Music Romance,6.1,313.0,9.888958,Flashdance,The popular 1980’s dance movie that depicts the life of an exotic dancer with a side job as a welder who true desire is to get into ballet school. It’s her dream to be a professional dancer and now is her chance. The film has a great soundtrack with an Oscar winning song.,6.226372756745718
1654,Action Adventure War,7.5,309.0,15.640007,The Dirty Dozen,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",7.149838622474892
658,Adventure Action Thriller,7.2,1005.0,13.788839999999999,Goldfinger,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",7.100235462610064
657,Action Thriller Adventure,6.9,773.0,12.536729,From Russia with Love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",6.826874934555975
646,Adventure Action Thriller,6.9,953.0,19.931606,Dr. No,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",6.838701090692476
5689,Romance Adventure Drama,5.8,422.0,11.578578,The Blue Lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline (Brooke Shields) and Richard (Christopher Atkins) make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",5.985179233575129
391,Western,7.6,909.0,12.429704,A Fistful of Dollars,"The Man With No Name enters the Mexican village of San Miguel in the midst of a power struggle among the three Rojo brothers and sheriff John Baxter. When a regiment of Mexican soldiers bearing gold intended to pay for new weapons is waylaid by the Rojo brothers, the stranger inserts himself into the middle of the long-simmering battle, selling false information to both sides for his own benefit.",7.431407216034354
8052,Drama Thriller,6.8,177.0,7.047560000000001,Hard Eight,A stranger mentors a young Reno gambler who weds a hooker and befriends a vulgar casino regular.,6.6450276378063045
772,Comedy Family Adventure Crime,6.3,2459.0,13.293722,Home Alone 2: Lost in New York,"Instead of flying to Florida with his folks, Kevin ends up alone in New York, where he gets a hotel room with his dad's credit card—despite problems from a clerk and meddling bellboy. But when Kevin runs into his old nemeses, the Wet Bandits, he's determined to foil their plans to rob a toy store on Christmas eve.",6.3106049308670205
550,Drama,8.3,9678.0,63.869599,Fight Club,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",8.270296230325345
404,Drama,7.7,315.0,14.580995000000001,The Straight Story,"""The Straight Story"" chronicles a trip made by 73-year-old Alvin Straight from Laurens, Iowa, to Mt. Zion, Wisconsin, in 1994 while riding a lawn mower. The man undertook his strange journey to mend his relationship with his ill, estranged, 75-year-old brother Lyle.",7.286893292506789
36819,Family Fantasy Science Fiction Adventure Comedy,6.6,255.0,9.841623,Time Bandits,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",6.551263407086083
11562,Comedy Drama,7.4,201.0,6.645295,Crimes and Misdemeanors,"An ophthalmologist's mistress threatens to reveal their affair to his wife, while a married documentary filmmaker is infatuated by another woman.",6.989402531691758
8649,Drama,6.6,228.0,8.825864,Bringing Out the Dead,"48 hours in the life of a burnt-out paramedic. Once called Father Frank for his efforts to rescue lives, Frank sees the ghosts of those he failed to save around every turn. He has tried everything he can to get fired, calling in sick, delaying taking calls where he might have to face one more victim he couldn't help, yet cannot quit the job on his own.",6.547871943146197
5548,Action Thriller Science Fiction,7.1,1494.0,13.485582999999998,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",7.039404059214464
5549,Action Adventure Crime Science Fiction Thriller,5.6,498.0,10.969876,RoboCop 2,"After a successful deployment of the Robocop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the Robocop 2 project, a living God.",5.812422969514778
